,MVP - 1.5X Points,Flex_1,Flex_2,Flex_3,Flex_4,Salary,original index
1275,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-71806:Kaden Smith,41364-64907:JJ Arcega-Whiteside,41364-27771:Cody Latimer,52000,1275
1276,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-71806:Kaden Smith,41364-64907:JJ Arcega-Whiteside,41364-27771:Cody Latimer,52000,1276
1277,41364-71806:Kaden Smith,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-64907:JJ Arcega-Whiteside,41364-27771:Cody Latimer,52000,1277
1278,41364-64907:JJ Arcega-Whiteside,41364-21980:Alshon Jeffery,41364-71806:Kaden Smith,41364-70324:Carson Wentz,41364-27771:Cody Latimer,52000,1278
1279,41364-27771:Cody Latimer,41364-21980:Alshon Jeffery,41364-71806:Kaden Smith,41364-64907:JJ Arcega-Whiteside,41364-70324:Carson Wentz,52000,1279
1280,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-71806:Kaden Smith,41364-40434:Greg Ward,41364-28157:Bennie Fowler III,51000,1280
1281,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-71806:Kaden Smith,41364-40434:Greg Ward,41364-28157:Bennie Fowler III,51000,1281
1282,41364-71806:Kaden Smith,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-40434:Greg Ward,41364-28157:Bennie Fowler III,51000,1282
1283,41364-40434:Greg Ward,41364-21980:Alshon Jeffery,41364-71806:Kaden Smith,41364-70324:Carson Wentz,41364-28157:Bennie Fowler III,51000,1283
1284,41364-28157:Bennie Fowler III,41364-21980:Alshon Jeffery,41364-71806:Kaden Smith,41364-40434:Greg Ward,41364-70324:Carson Wentz,51000,1284
1285,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-71806:Kaden Smith,41364-40434:Greg Ward,41364-27771:Cody Latimer,50500,1285
1286,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-71806:Kaden Smith,41364-40434:Greg Ward,41364-27771:Cody Latimer,50500,1286
1287,41364-71806:Kaden Smith,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-40434:Greg Ward,41364-27771:Cody Latimer,50500,1287
1288,41364-40434:Greg Ward,41364-21980:Alshon Jeffery,41364-71806:Kaden Smith,41364-70324:Carson Wentz,41364-27771:Cody Latimer,50500,1288
1289,41364-27771:Cody Latimer,41364-21980:Alshon Jeffery,41364-71806:Kaden Smith,41364-40434:Greg Ward,41364-70324:Carson Wentz,50500,1289
1290,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-71806:Kaden Smith,41364-28157:Bennie Fowler III,41364-27771:Cody Latimer,50500,1290
1291,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-71806:Kaden Smith,41364-28157:Bennie Fowler III,41364-27771:Cody Latimer,50500,1291
1292,41364-71806:Kaden Smith,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-28157:Bennie Fowler III,41364-27771:Cody Latimer,50500,1292
1293,41364-28157:Bennie Fowler III,41364-21980:Alshon Jeffery,41364-71806:Kaden Smith,41364-70324:Carson Wentz,41364-27771:Cody Latimer,50500,1293
1294,41364-27771:Cody Latimer,41364-21980:Alshon Jeffery,41364-71806:Kaden Smith,41364-28157:Bennie Fowler III,41364-70324:Carson Wentz,50500,1294
1295,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-64907:JJ Arcega-Whiteside,41364-40434:Greg Ward,41364-28157:Bennie Fowler III,50500,1295
1296,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-64907:JJ Arcega-Whiteside,41364-40434:Greg Ward,41364-28157:Bennie Fowler III,50500,1296
1297,41364-64907:JJ Arcega-Whiteside,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-40434:Greg Ward,41364-28157:Bennie Fowler III,50500,1297
1298,41364-40434:Greg Ward,41364-21980:Alshon Jeffery,41364-64907:JJ Arcega-Whiteside,41364-70324:Carson Wentz,41364-28157:Bennie Fowler III,50500,1298
1299,41364-28157:Bennie Fowler III,41364-21980:Alshon Jeffery,41364-64907:JJ Arcega-Whiteside,41364-40434:Greg Ward,41364-70324:Carson Wentz,50500,1299
1300,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-64907:JJ Arcega-Whiteside,41364-40434:Greg Ward,41364-27771:Cody Latimer,50000,1300
1301,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-64907:JJ Arcega-Whiteside,41364-40434:Greg Ward,41364-27771:Cody Latimer,50000,1301
1302,41364-64907:JJ Arcega-Whiteside,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-40434:Greg Ward,41364-27771:Cody Latimer,50000,1302
1303,41364-40434:Greg Ward,41364-21980:Alshon Jeffery,41364-64907:JJ Arcega-Whiteside,41364-70324:Carson Wentz,41364-27771:Cody Latimer,50000,1303
1304,41364-27771:Cody Latimer,41364-21980:Alshon Jeffery,41364-64907:JJ Arcega-Whiteside,41364-40434:Greg Ward,41364-70324:Carson Wentz,50000,1304
1305,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-64907:JJ Arcega-Whiteside,41364-28157:Bennie Fowler III,41364-27771:Cody Latimer,50000,1305
1306,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-64907:JJ Arcega-Whiteside,41364-28157:Bennie Fowler III,41364-27771:Cody Latimer,50000,1306
1307,41364-64907:JJ Arcega-Whiteside,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-28157:Bennie Fowler III,41364-27771:Cody Latimer,50000,1307
1308,41364-28157:Bennie Fowler III,41364-21980:Alshon Jeffery,41364-64907:JJ Arcega-Whiteside,41364-70324:Carson Wentz,41364-27771:Cody Latimer,50000,1308
1309,41364-27771:Cody Latimer,41364-21980:Alshon Jeffery,41364-64907:JJ Arcega-Whiteside,41364-28157:Bennie Fowler III,41364-70324:Carson Wentz,50000,1309
1310,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-40434:Greg Ward,41364-28157:Bennie Fowler III,41364-27771:Cody Latimer,48500,1310
1311,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-40434:Greg Ward,41364-28157:Bennie Fowler III,41364-27771:Cody Latimer,48500,1311
1312,41364-40434:Greg Ward,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-28157:Bennie Fowler III,41364-27771:Cody Latimer,48500,1312
1313,41364-28157:Bennie Fowler III,41364-21980:Alshon Jeffery,41364-40434:Greg Ward,41364-70324:Carson Wentz,41364-27771:Cody Latimer,48500,1313
1314,41364-27771:Cody Latimer,41364-21980:Alshon Jeffery,41364-40434:Greg Ward,41364-28157:Bennie Fowler III,41364-70324:Carson Wentz,48500,1314
1315,41364-70324:Carson Wentz,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-11485:Golden Tate,41364-27771:Cody Latimer,60000,1315
1316,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-29780:Zach Ertz,41364-11485:Golden Tate,41364-27771:Cody Latimer,60000,1316
1317,41364-29780:Zach Ertz,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-11485:Golden Tate,41364-27771:Cody Latimer,60000,1317
1318,41364-11485:Golden Tate,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-70324:Carson Wentz,41364-27771:Cody Latimer,60000,1318
1319,41364-27771:Cody Latimer,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-11485:Golden Tate,41364-70324:Carson Wentz,60000,1319
1320,41364-70324:Carson Wentz,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-27477:Sterling Shepard,41364-40434:Greg Ward,59500,1320
1321,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-29780:Zach Ertz,41364-27477:Sterling Shepard,41364-40434:Greg Ward,59500,1321
1322,41364-29780:Zach Ertz,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-27477:Sterling Shepard,41364-40434:Greg Ward,59500,1322
1323,41364-27477:Sterling Shepard,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-70324:Carson Wentz,41364-40434:Greg Ward,59500,1323
1324,41364-40434:Greg Ward,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-27477:Sterling Shepard,41364-70324:Carson Wentz,59500,1324
1325,41364-70324:Carson Wentz,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-27477:Sterling Shepard,41364-28157:Bennie Fowler III,59500,1325
1326,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-29780:Zach Ertz,41364-27477:Sterling Shepard,41364-28157:Bennie Fowler III,59500,1326
1327,41364-29780:Zach Ertz,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-27477:Sterling Shepard,41364-28157:Bennie Fowler III,59500,1327
1328,41364-27477:Sterling Shepard,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-70324:Carson Wentz,41364-28157:Bennie Fowler III,59500,1328
1329,41364-28157:Bennie Fowler III,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-27477:Sterling Shepard,41364-70324:Carson Wentz,59500,1329
1330,41364-70324:Carson Wentz,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-27477:Sterling Shepard,41364-27771:Cody Latimer,59000,1330
1331,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-29780:Zach Ertz,41364-27477:Sterling Shepard,41364-27771:Cody Latimer,59000,1331
1332,41364-29780:Zach Ertz,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-27477:Sterling Shepard,41364-27771:Cody Latimer,59000,1332
1333,41364-27477:Sterling Shepard,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-70324:Carson Wentz,41364-27771:Cody Latimer,59000,1333
1334,41364-27771:Cody Latimer,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-27477:Sterling Shepard,41364-70324:Carson Wentz,59000,1334
1335,41364-70324:Carson Wentz,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-63819:Darius Slayton,41364-40434:Greg Ward,59000,1335
1336,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-29780:Zach Ertz,41364-63819:Darius Slayton,41364-40434:Greg Ward,59000,1336
1337,41364-29780:Zach Ertz,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-63819:Darius Slayton,41364-40434:Greg Ward,59000,1337
1338,41364-63819:Darius Slayton,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-70324:Carson Wentz,41364-40434:Greg Ward,59000,1338
1339,41364-40434:Greg Ward,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-63819:Darius Slayton,41364-70324:Carson Wentz,59000,1339
1340,41364-70324:Carson Wentz,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-63819:Darius Slayton,41364-28157:Bennie Fowler III,59000,1340
1341,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-29780:Zach Ertz,41364-63819:Darius Slayton,41364-28157:Bennie Fowler III,59000,1341
1342,41364-29780:Zach Ertz,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-63819:Darius Slayton,41364-28157:Bennie Fowler III,59000,1342
1343,41364-63819:Darius Slayton,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-70324:Carson Wentz,41364-28157:Bennie Fowler III,59000,1343
1344,41364-28157:Bennie Fowler III,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-63819:Darius Slayton,41364-70324:Carson Wentz,59000,1344
1345,41364-70324:Carson Wentz,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-63819:Darius Slayton,41364-27771:Cody Latimer,58500,1345
1346,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-29780:Zach Ertz,41364-63819:Darius Slayton,41364-27771:Cody Latimer,58500,1346
1347,41364-29780:Zach Ertz,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-63819:Darius Slayton,41364-27771:Cody Latimer,58500,1347
1348,41364-63819:Darius Slayton,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-70324:Carson Wentz,41364-27771:Cody Latimer,58500,1348
1349,41364-27771:Cody Latimer,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-63819:Darius Slayton,41364-70324:Carson Wentz,58500,1349
1350,41364-70324:Carson Wentz,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-41235:Jake Elliott,41364-64907:JJ Arcega-Whiteside,60000,1350
1351,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-29780:Zach Ertz,41364-41235:Jake Elliott,41364-64907:JJ Arcega-Whiteside,60000,1351
1352,41364-29780:Zach Ertz,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-41235:Jake Elliott,41364-64907:JJ Arcega-Whiteside,60000,1352
1353,41364-41235:Jake Elliott,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-70324:Carson Wentz,41364-64907:JJ Arcega-Whiteside,60000,1353
1354,41364-64907:JJ Arcega-Whiteside,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-41235:Jake Elliott,41364-70324:Carson Wentz,60000,1354
1355,41364-70324:Carson Wentz,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-41235:Jake Elliott,41364-40434:Greg Ward,58500,1355
1356,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-29780:Zach Ertz,41364-41235:Jake Elliott,41364-40434:Greg Ward,58500,1356
1357,41364-29780:Zach Ertz,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-41235:Jake Elliott,41364-40434:Greg Ward,58500,1357
1358,41364-41235:Jake Elliott,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-70324:Carson Wentz,41364-40434:Greg Ward,58500,1358
1359,41364-40434:Greg Ward,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-41235:Jake Elliott,41364-70324:Carson Wentz,58500,1359
1360,41364-70324:Carson Wentz,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-41235:Jake Elliott,41364-28157:Bennie Fowler III,58500,1360
1361,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-29780:Zach Ertz,41364-41235:Jake Elliott,41364-28157:Bennie Fowler III,58500,1361
1362,41364-29780:Zach Ertz,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-41235:Jake Elliott,41364-28157:Bennie Fowler III,58500,1362
1363,41364-41235:Jake Elliott,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-70324:Carson Wentz,41364-28157:Bennie Fowler III,58500,1363
1364,41364-28157:Bennie Fowler III,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-41235:Jake Elliott,41364-70324:Carson Wentz,58500,1364
1365,41364-70324:Carson Wentz,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-41235:Jake Elliott,41364-27771:Cody Latimer,58000,1365
1366,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-29780:Zach Ertz,41364-41235:Jake Elliott,41364-27771:Cody Latimer,58000,1366
1367,41364-29780:Zach Ertz,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-41235:Jake Elliott,41364-27771:Cody Latimer,58000,1367
1368,41364-41235:Jake Elliott,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-70324:Carson Wentz,41364-27771:Cody Latimer,58000,1368
1369,41364-27771:Cody Latimer,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-41235:Jake Elliott,41364-70324:Carson Wentz,58000,1369
1370,41364-70324:Carson Wentz,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-83074:Dallas Goedert,41364-71806:Kaden Smith,60000,1370
1371,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-29780:Zach Ertz,41364-83074:Dallas Goedert,41364-71806:Kaden Smith,60000,1371
1372,41364-29780:Zach Ertz,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-83074:Dallas Goedert,41364-71806:Kaden Smith,60000,1372
1373,41364-83074:Dallas Goedert,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-70324:Carson Wentz,41364-71806:Kaden Smith,60000,1373
1374,41364-71806:Kaden Smith,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-83074:Dallas Goedert,41364-70324:Carson Wentz,60000,1374
1375,41364-70324:Carson Wentz,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-83074:Dallas Goedert,41364-64907:JJ Arcega-Whiteside,59500,1375
1376,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-29780:Zach Ertz,41364-83074:Dallas Goedert,41364-64907:JJ Arcega-Whiteside,59500,1376
1377,41364-29780:Zach Ertz,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-83074:Dallas Goedert,41364-64907:JJ Arcega-Whiteside,59500,1377
1378,41364-83074:Dallas Goedert,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-70324:Carson Wentz,41364-64907:JJ Arcega-Whiteside,59500,1378
1379,41364-64907:JJ Arcega-Whiteside,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-83074:Dallas Goedert,41364-70324:Carson Wentz,59500,1379
1380,41364-70324:Carson Wentz,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-83074:Dallas Goedert,41364-40434:Greg Ward,58000,1380
1381,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-29780:Zach Ertz,41364-83074:Dallas Goedert,41364-40434:Greg Ward,58000,1381
1382,41364-29780:Zach Ertz,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-83074:Dallas Goedert,41364-40434:Greg Ward,58000,1382
1383,41364-83074:Dallas Goedert,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-70324:Carson Wentz,41364-40434:Greg Ward,58000,1383
1384,41364-40434:Greg Ward,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-83074:Dallas Goedert,41364-70324:Carson Wentz,58000,1384
1385,41364-70324:Carson Wentz,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-83074:Dallas Goedert,41364-28157:Bennie Fowler III,58000,1385
1386,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-29780:Zach Ertz,41364-83074:Dallas Goedert,41364-28157:Bennie Fowler III,58000,1386
1387,41364-29780:Zach Ertz,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-83074:Dallas Goedert,41364-28157:Bennie Fowler III,58000,1387
1388,41364-83074:Dallas Goedert,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-70324:Carson Wentz,41364-28157:Bennie Fowler III,58000,1388
1389,41364-28157:Bennie Fowler III,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-83074:Dallas Goedert,41364-70324:Carson Wentz,58000,1389
1390,41364-70324:Carson Wentz,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-83074:Dallas Goedert,41364-27771:Cody Latimer,57500,1390
1391,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-29780:Zach Ertz,41364-83074:Dallas Goedert,41364-27771:Cody Latimer,57500,1391
1392,41364-29780:Zach Ertz,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-83074:Dallas Goedert,41364-27771:Cody Latimer,57500,1392
1393,41364-83074:Dallas Goedert,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-70324:Carson Wentz,41364-27771:Cody Latimer,57500,1393
1394,41364-27771:Cody Latimer,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-83074:Dallas Goedert,41364-70324:Carson Wentz,57500,1394
1395,41364-70324:Carson Wentz,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-70496:Aldrick Rosas,41364-71806:Kaden Smith,60000,1395
1396,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-29780:Zach Ertz,41364-70496:Aldrick Rosas,41364-71806:Kaden Smith,60000,1396
1397,41364-29780:Zach Ertz,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-70496:Aldrick Rosas,41364-71806:Kaden Smith,60000,1397
1398,41364-70496:Aldrick Rosas,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-70324:Carson Wentz,41364-71806:Kaden Smith,60000,1398
1399,41364-71806:Kaden Smith,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-70496:Aldrick Rosas,41364-70324:Carson Wentz,60000,1399
1400,41364-70324:Carson Wentz,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-70496:Aldrick Rosas,41364-64907:JJ Arcega-Whiteside,59500,1400
1401,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-29780:Zach Ertz,41364-70496:Aldrick Rosas,41364-64907:JJ Arcega-Whiteside,59500,1401
1402,41364-29780:Zach Ertz,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-70496:Aldrick Rosas,41364-64907:JJ Arcega-Whiteside,59500,1402
1403,41364-70496:Aldrick Rosas,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-70324:Carson Wentz,41364-64907:JJ Arcega-Whiteside,59500,1403
1404,41364-64907:JJ Arcega-Whiteside,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-70496:Aldrick Rosas,41364-70324:Carson Wentz,59500,1404
1405,41364-70324:Carson Wentz,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-70496:Aldrick Rosas,41364-40434:Greg Ward,58000,1405
1406,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-29780:Zach Ertz,41364-70496:Aldrick Rosas,41364-40434:Greg Ward,58000,1406
1407,41364-29780:Zach Ertz,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-70496:Aldrick Rosas,41364-40434:Greg Ward,58000,1407
1408,41364-70496:Aldrick Rosas,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-70324:Carson Wentz,41364-40434:Greg Ward,58000,1408
1409,41364-40434:Greg Ward,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-70496:Aldrick Rosas,41364-70324:Carson Wentz,58000,1409
1410,41364-70324:Carson Wentz,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-70496:Aldrick Rosas,41364-28157:Bennie Fowler III,58000,1410
1411,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-29780:Zach Ertz,41364-70496:Aldrick Rosas,41364-28157:Bennie Fowler III,58000,1411
1412,41364-29780:Zach Ertz,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-70496:Aldrick Rosas,41364-28157:Bennie Fowler III,58000,1412
1413,41364-70496:Aldrick Rosas,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-70324:Carson Wentz,41364-28157:Bennie Fowler III,58000,1413
1414,41364-28157:Bennie Fowler III,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-70496:Aldrick Rosas,41364-70324:Carson Wentz,58000,1414
1415,41364-70324:Carson Wentz,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-70496:Aldrick Rosas,41364-27771:Cody Latimer,57500,1415
1416,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-29780:Zach Ertz,41364-70496:Aldrick Rosas,41364-27771:Cody Latimer,57500,1416
1417,41364-29780:Zach Ertz,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-70496:Aldrick Rosas,41364-27771:Cody Latimer,57500,1417
1418,41364-70496:Aldrick Rosas,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-70324:Carson Wentz,41364-27771:Cody Latimer,57500,1418
1419,41364-27771:Cody Latimer,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-70496:Aldrick Rosas,41364-70324:Carson Wentz,57500,1419
1420,41364-70324:Carson Wentz,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-71806:Kaden Smith,41364-64907:JJ Arcega-Whiteside,59000,1420
1421,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-29780:Zach Ertz,41364-71806:Kaden Smith,41364-64907:JJ Arcega-Whiteside,59000,1421
1422,41364-29780:Zach Ertz,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-71806:Kaden Smith,41364-64907:JJ Arcega-Whiteside,59000,1422
1423,41364-71806:Kaden Smith,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-70324:Carson Wentz,41364-64907:JJ Arcega-Whiteside,59000,1423
1424,41364-64907:JJ Arcega-Whiteside,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-71806:Kaden Smith,41364-70324:Carson Wentz,59000,1424
1425,41364-70324:Carson Wentz,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-71806:Kaden Smith,41364-40434:Greg Ward,57500,1425
1426,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-29780:Zach Ertz,41364-71806:Kaden Smith,41364-40434:Greg Ward,57500,1426
1427,41364-29780:Zach Ertz,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-71806:Kaden Smith,41364-40434:Greg Ward,57500,1427
1428,41364-71806:Kaden Smith,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-70324:Carson Wentz,41364-40434:Greg Ward,57500,1428
1429,41364-40434:Greg Ward,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-71806:Kaden Smith,41364-70324:Carson Wentz,57500,1429
1430,41364-70324:Carson Wentz,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-71806:Kaden Smith,41364-28157:Bennie Fowler III,57500,1430
1431,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-29780:Zach Ertz,41364-71806:Kaden Smith,41364-28157:Bennie Fowler III,57500,1431
1432,41364-29780:Zach Ertz,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-71806:Kaden Smith,41364-28157:Bennie Fowler III,57500,1432
1433,41364-71806:Kaden Smith,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-70324:Carson Wentz,41364-28157:Bennie Fowler III,57500,1433
1434,41364-28157:Bennie Fowler III,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-71806:Kaden Smith,41364-70324:Carson Wentz,57500,1434
1435,41364-70324:Carson Wentz,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-71806:Kaden Smith,41364-27771:Cody Latimer,57000,1435
1436,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-29780:Zach Ertz,41364-71806:Kaden Smith,41364-27771:Cody Latimer,57000,1436
1437,41364-29780:Zach Ertz,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-71806:Kaden Smith,41364-27771:Cody Latimer,57000,1437
1438,41364-71806:Kaden Smith,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-70324:Carson Wentz,41364-27771:Cody Latimer,57000,1438
1439,41364-27771:Cody Latimer,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-71806:Kaden Smith,41364-70324:Carson Wentz,57000,1439
1440,41364-70324:Carson Wentz,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-64907:JJ Arcega-Whiteside,41364-40434:Greg Ward,57000,1440
1441,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-29780:Zach Ertz,41364-64907:JJ Arcega-Whiteside,41364-40434:Greg Ward,57000,1441
1442,41364-29780:Zach Ertz,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-64907:JJ Arcega-Whiteside,41364-40434:Greg Ward,57000,1442
