Entry Id,Sport,Date,Title,SalaryCap,Score,Opp Score,Position,Entries,Opponent,Entry ($),Winnings ($),Link
S1906632718,nfl,2019/12/05,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,82.99,,62636,167664,Tournament,0.05,0,https://www.fanduel.com/entry/FCCBMVOAQ,
S1906632714,nfl,2019/12/05,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,78.09,,89801,167664,Tournament,0.05,0,https://www.fanduel.com/entry/EYWQOUUNO,
S1906632712,nfl,2019/12/05,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,73.79,,119289,167664,Tournament,0.05,0,https://www.fanduel.com/entry/EZYLODSJG,
S1906632708,nfl,2019/12/05,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,85.29,,51866,167664,Tournament,0.05,0,https://www.fanduel.com/entry/FAMJAVEHC,
S1903104311,nfl,2019/12/02,$20K Mon NFL Hail Mary (Only $0.25 to Enter),$60k,71.85,,14652,95808,Tournament,0.25,0.50,https://www.fanduel.com/entry/EYWQJYAGC,
S1903104305,nfl,2019/12/02,$20K Mon NFL Hail Mary (Only $0.25 to Enter),$60k,66.80,,26704,95808,Tournament,0.25,0,https://www.fanduel.com/entry/BXSYGOEMW,
S1903104300,nfl,2019/12/02,$20K Mon NFL Hail Mary (Only $0.25 to Enter),$60k,68.39,,23428,95808,Tournament,0.25,0.50,https://www.fanduel.com/entry/FAMIVYJZQ,
S1903104295,nfl,2019/12/02,$20K Mon NFL Hail Mary (Only $0.25 to Enter),$60k,58.40,,55746,95808,Tournament,0.25,0,https://www.fanduel.com/entry/FFHMFZNGG,
S1903104284,nfl,2019/12/02,$20K Mon NFL Hail Mary (Only $0.25 to Enter),$60k,55.94,,62364,95808,Tournament,0.25,0,https://www.fanduel.com/entry/FGJHFILBY,
S1903104212,nfl,2019/12/02,$20K Mon NFL Hail Mary (Only $0.25 to Enter),$60k,45.94,,87061,95808,Tournament,0.25,0,https://www.fanduel.com/entry/EJJLGLSQO,
S1903104208,nfl,2019/12/02,$20K Mon NFL Hail Mary (Only $0.25 to Enter),$60k,56.30,,60543,95808,Tournament,0.25,0,https://www.fanduel.com/entry/BIFTDJIUO,
S1903104203,nfl,2019/12/02,$20K Mon NFL Hail Mary (Only $0.25 to Enter),$60k,43.65,,91306,95808,Tournament,0.25,0,https://www.fanduel.com/entry/BFOFSABFI,
S1903104200,nfl,2019/12/02,$20K Mon NFL Hail Mary (Only $0.25 to Enter),$60k,65.75,,30873,95808,Tournament,0.25,0,https://www.fanduel.com/entry/ACRLJTHRQ,
S1903104192,nfl,2019/12/02,$20K Mon NFL Hail Mary (Only $0.25 to Enter),$60k,38.30,,94686,95808,Tournament,0.25,0,https://www.fanduel.com/entry/ADTGJCFNI,
S1903104187,nfl,2019/12/02,$20K Mon NFL Hail Mary (Only $0.25 to Enter),$60k,79.35,,6954,95808,Tournament,0.25,0.75,https://www.fanduel.com/entry/ABBSXSXYC,
S1903104182,nfl,2019/12/02,$20K Mon NFL Hail Mary (Only $0.25 to Enter),$60k,67.59,,25451,95808,Tournament,0.25,0,https://www.fanduel.com/entry/ACDNXBVTU,
S1903104175,nfl,2019/12/02,$20K Mon NFL Hail Mary (Only $0.25 to Enter),$60k,58.56,,55301,95808,Tournament,0.25,0,https://www.fanduel.com/entry/AIAMGLWWC,
S1903104172,nfl,2019/12/02,$20K Mon NFL Hail Mary (Only $0.25 to Enter),$60k,56.70,,59248,95808,Tournament,0.25,0,https://www.fanduel.com/entry/AFIYVCPGW,
S1903104168,nfl,2019/12/02,$20K Mon NFL Hail Mary (Only $0.25 to Enter),$60k,56.34,,60266,95808,Tournament,0.25,0,https://www.fanduel.com/entry/AGKTULNCO,
S1903104157,nfl,2019/12/02,$20K Mon NFL Hail Mary (Only $0.25 to Enter),$60k,55.95,,62263,95808,Tournament,0.25,0,https://www.fanduel.com/entry/ALFXEMQJE,
S1903104150,nfl,2019/12/02,$20K Mon NFL Hail Mary (Only $0.25 to Enter),$60k,70.65,,18748,95808,Tournament,0.25,0.50,https://www.fanduel.com/entry/AMHSDVOEW,
S1903104148,nfl,2019/12/02,$20K Mon NFL Hail Mary (Only $0.25 to Enter),$60k,66.15,,28955,95808,Tournament,0.25,0,https://www.fanduel.com/entry/AMVPQNACS,
S1903104142,nfl,2019/12/02,$20K Mon NFL Hail Mary (Only $0.25 to Enter),$60k,51.45,,75427,95808,Tournament,0.25,0,https://www.fanduel.com/entry/AJCHFUURU,
S1903104139,nfl,2019/12/02,$20K Mon NFL Hail Mary (Only $0.25 to Enter),$60k,54.89,,65865,95808,Tournament,0.25,0,https://www.fanduel.com/entry/AJQESMGPQ,
S1903104134,nfl,2019/12/02,$20K Mon NFL Hail Mary (Only $0.25 to Enter),$60k,44.20,,89973,95808,Tournament,0.25,0,https://www.fanduel.com/entry/AKRZRVELI,
S1903104113,nfl,2019/12/02,$20K Mon NFL Hail Mary (Only $0.25 to Enter),$60k,64.05,,38645,95808,Tournament,0.25,0,https://www.fanduel.com/entry/BDKPTLYMO,
S1903104112,nfl,2019/12/02,$20K Mon NFL Hail Mary (Only $0.25 to Enter),$60k,57.45,,57702,95808,Tournament,0.25,0,https://www.fanduel.com/entry/BDYNGDKKK,
S1903104103,nfl,2019/12/02,$20K Mon NFL Hail Mary (Only $0.25 to Enter),$60k,53.95,,70348,95808,Tournament,0.25,0,https://www.fanduel.com/entry/BBUXHLOTA,
S1903104100,nfl,2019/12/02,$20K Mon NFL Hail Mary (Only $0.25 to Enter),$60k,55.89,,62502,95808,Tournament,0.25,0,https://www.fanduel.com/entry/BHDYEEDXM,
S1901660556,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,88.44,,37518,95808,Tournament,0.05,0,https://www.fanduel.com/entry/EOEOWFZPS,
S1901660552,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,57.64,,84569,95808,Tournament,0.05,0,https://www.fanduel.com/entry/EOSMIXLNO,
S1901660551,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,64.60,,75246,95808,Tournament,0.05,0,https://www.fanduel.com/entry/EPGJVOXLK,
S1901660549,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,51.04,,90418,95808,Tournament,0.05,0,https://www.fanduel.com/entry/EPUHIGJJG,
S1901660545,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,52.91,,89149,95808,Tournament,0.05,0,https://www.fanduel.com/entry/EMAYXODYI,
S1901660544,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,58.35,,83300,95808,Tournament,0.05,0,https://www.fanduel.com/entry/EMOWKFPWE,
S1901660541,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,91.71,,32822,95808,Tournament,0.05,0,https://www.fanduel.com/entry/ENQRJONRW,
S1901660539,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,109.10,,9506,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/ATUJFCVRW,
S1901660536,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,90.95,,34041,95808,Tournament,0.05,0,https://www.fanduel.com/entry/AUWEELTNO,
S1901660528,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,63.15,,77597,95808,Tournament,0.05,0,https://www.fanduel.com/entry/AVKBRDFLK,
S1901660450,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,75.81,,57727,95808,Tournament,0.05,0,https://www.fanduel.com/entry/AVXZDURJG,
S1901660446,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,56.31,,85555,95808,Tournament,0.05,0,https://www.fanduel.com/entry/AWLWQMDHC,
S1901660442,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,77.51,,54322,95808,Tournament,0.05,0,https://www.fanduel.com/entry/AWZUDDPEY,
S1901660437,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,88.69,,36734,95808,Tournament,0.05,0,https://www.fanduel.com/entry/AXNRPVBCU,
S1901660429,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,86.71,,41296,95808,Tournament,0.05,0,https://www.fanduel.com/entry/BCIUZWEJK,
S1901660424,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,91.75,,32784,95808,Tournament,0.05,0,https://www.fanduel.com/entry/BCWSMNQHG,
S1901660421,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,82.04,,48196,95808,Tournament,0.05,0,https://www.fanduel.com/entry/BDYNLWOCY,
S1901660418,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,67.25,,70599,95808,Tournament,0.05,0,https://www.fanduel.com/entry/BATCNVUPW,
S1901660414,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,62.05,,79798,95808,Tournament,0.05,0,https://www.fanduel.com/entry/BBHAANGNS,
S1901660411,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,56.11,,85860,95808,Tournament,0.05,0,https://www.fanduel.com/entry/BGQAXFVSE,
S1901660407,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,66.45,,71934,95808,Tournament,0.05,0,https://www.fanduel.com/entry/BHRVWOTNW,
S1901660405,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,58.05,,83656,95808,Tournament,0.05,0,https://www.fanduel.com/entry/BIFTJGFLS,
S1901660401,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,92.55,,31570,95808,Tournament,0.05,0,https://www.fanduel.com/entry/BSJXQHJUA,
S1901660396,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,69.47,,68151,95808,Tournament,0.05,0,https://www.fanduel.com/entry/BXSYMZYYM,
S1901660393,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,74.65,,60736,95808,Tournament,0.05,0,https://www.fanduel.com/entry/BYGVZRKWI,
S1901660390,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,52.29,,89554,95808,Tournament,0.05,0,https://www.fanduel.com/entry/BYUTMIWUE,
S1901660385,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,92.41,,31674,95808,Tournament,0.05,0,https://www.fanduel.com/entry/BVPIOIDHC,
S1901660380,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,76.49,,56073,95808,Tournament,0.05,0,https://www.fanduel.com/entry/BWRDNRBCU,
S1901660375,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,76.20,,56807,95808,Tournament,0.05,0,https://www.fanduel.com/entry/DKFZPIYZK,
S1901660369,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,65.59,,72696,95808,Tournament,0.05,0,https://www.fanduel.com/entry/DKTXCAKXG,
S1901660315,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,73.15,,63553,95808,Tournament,0.05,0,https://www.fanduel.com/entry/CPXRBKJHK,
S1901660312,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,87.01,,40870,95808,Tournament,0.05,0,https://www.fanduel.com/entry/CQLOOBVFG,
S1901660310,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,80.80,,49677,95808,Tournament,0.05,0,https://www.fanduel.com/entry/CMSGDJPUI,
S1901660309,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,78.05,,53343,95808,Tournament,0.05,0,https://www.fanduel.com/entry/CNGDQBBSE,
S1901660307,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,75.30,,59003,95808,Tournament,0.05,0,https://www.fanduel.com/entry/CNUBCSNQA,
S1901660299,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,65.35,,73542,95808,Tournament,0.05,0,https://www.fanduel.com/entry/BLLEHDGAE,
S1901660296,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,71.85,,65321,95808,Tournament,0.05,0,https://www.fanduel.com/entry/BLZBTURYA,
S1901660291,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,96.55,,24263,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/BMMZGMDVW,
S1901660289,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,85.21,,43808,95808,Tournament,0.05,0,https://www.fanduel.com/entry/BITQVTYKY,
S1901660286,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,62.25,,79468,95808,Tournament,0.05,0,https://www.fanduel.com/entry/BJVLVCWGQ,
S1901660282,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,109.55,,9358,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/BKJJHUIEM,
S1901660276,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,101.61,,16970,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/BPEMRVLLC,
S1901660274,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,85.41,,43620,95808,Tournament,0.05,0,https://www.fanduel.com/entry/BQGHREJGU,
S1901660270,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,92.72,,30578,95808,Tournament,0.05,0,https://www.fanduel.com/entry/BQUFDVVEQ,
S1901660264,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,59.05,,82950,95808,Tournament,0.05,0,https://www.fanduel.com/entry/BNAWTDPTS,
S1901660260,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,90.91,,34066,95808,Tournament,0.05,0,https://www.fanduel.com/entry/BNOUFVBRO,
S1901660257,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,64.15,,75974,95808,Tournament,0.05,0,https://www.fanduel.com/entry/BOCRSMNPK,
S1901660255,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,54.61,,87674,95808,Tournament,0.05,0,https://www.fanduel.com/entry/BOQPFDZNG,
S1901660249,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,57.15,,84814,95808,Tournament,0.05,0,https://www.fanduel.com/entry/BTZQBWORS,
S1901660246,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,69.25,,68440,95808,Tournament,0.05,0,https://www.fanduel.com/entry/BUNNOOAPO,
S1901660165,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,118.01,,5672,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/FFHMMACWA,
S1901660160,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,67.67,,70236,95808,Tournament,0.05,0,https://www.fanduel.com/entry/FFVJYROTW,
S1901660155,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,69.41,,68283,95808,Tournament,0.05,0,https://www.fanduel.com/entry/FGJHLJARS,
S1901660148,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,60.95,,81286,95808,Tournament,0.05,0,https://www.fanduel.com/entry/FGXEYAMPO,
S1901660145,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,61.75,,80327,95808,Tournament,0.05,0,https://www.fanduel.com/entry/FDRTZZTCM,
S1901660142,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,76.54,,56012,95808,Tournament,0.05,0,https://www.fanduel.com/entry/FEFRMRFAI,
S1901660140,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,80.64,,50058,95808,Tournament,0.05,0,https://www.fanduel.com/entry/FETOZIQYE,
S1901660131,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,93.70,,29166,95808,Tournament,0.05,0,https://www.fanduel.com/entry/EBWURBXKM,
S1901660122,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,70.25,,67011,95808,Tournament,0.05,0,https://www.fanduel.com/entry/ECKSDTJII,
S1901660119,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,63.61,,76648,95808,Tournament,0.05,0,https://www.fanduel.com/entry/ECYPQKVGE,
S1901660115,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,86.83,,41116,95808,Tournament,0.05,0,https://www.fanduel.com/entry/DZTESKBTC,
S1901660111,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,58.31,,83525,95808,Tournament,0.05,0,https://www.fanduel.com/entry/EAUZRSZOU,
S1901660109,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,120.75,,4961,95808,Tournament,0.05,0.15,https://www.fanduel.com/entry/EFQDBUCVK,
S1901660106,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,110.50,,8821,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/EGEAOLOTG,
S1901660101,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,64.88,,74736,95808,Tournament,0.05,0,https://www.fanduel.com/entry/EDMNDCHEA,
S1901660095,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,56.71,,85055,95808,Tournament,0.05,0,https://www.fanduel.com/entry/EEOICLEZS,
S1901660090,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,110.35,,8888,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/EJXIZDUEE,
S1901660075,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,62.05,,79798,95808,Tournament,0.05,0,https://www.fanduel.com/entry/EKZDYMRZW,
S1901660066,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,99.10,,19708,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/ELNBLEDXS,
S1901660060,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,65.75,,72297,95808,Tournament,0.05,0,https://www.fanduel.com/entry/EHTTALYMU,
S1901659990,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,55.65,,86267,95808,Tournament,0.05,0,https://www.fanduel.com/entry/CBMGXSEJK,
S1901659974,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,83.52,,46519,95808,Tournament,0.05,0,https://www.fanduel.com/entry/CGVHUKTNW,
S1901659970,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,70.57,,66740,95808,Tournament,0.05,0,https://www.fanduel.com/entry/CHXCTTRJO,
S1901659963,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,73.68,,62422,95808,Tournament,0.05,0,https://www.fanduel.com/entry/CERRVSXWM,
S1901659955,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,107.75,,10712,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/CKOQFCYYU,
S1901659942,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,76.95,,55427,95808,Tournament,0.05,0,https://www.fanduel.com/entry/CILAGLDHK,
S1901659936,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,64.45,,75322,95808,Tournament,0.05,0,https://www.fanduel.com/entry/CPJTPECFK,
S1901659911,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,81.30,,49123,95808,Tournament,0.05,0,https://www.fanduel.com/entry/CQLOONABC,
S1901659883,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,72.35,,64702,95808,Tournament,0.05,0,https://www.fanduel.com/entry/BLLEHOKWA,
S1901659860,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,76.95,,55427,95808,Tournament,0.05,0,https://www.fanduel.com/entry/BMMZGXIRS,
S1901659852,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,77.41,,54388,95808,Tournament,0.05,0,https://www.fanduel.com/entry/BJVLVOBCM,
S1901659850,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,53.69,,88550,95808,Tournament,0.05,0,https://www.fanduel.com/entry/BPEMSGQGY,
S1901659844,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,74.10,,61775,95808,Tournament,0.05,0,https://www.fanduel.com/entry/BOQPFPEJC,
S1901659829,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,62.31,,79444,95808,Tournament,0.05,0,https://www.fanduel.com/entry/BTZQCHTNO,
S1901659821,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,57.49,,84659,95808,Tournament,0.05,0,https://www.fanduel.com/entry/BUNNOZFLK,
S1901659818,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,60.71,,81708,95808,Tournament,0.05,0,https://www.fanduel.com/entry/BVBLBQRJG,
S1901659808,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,66.81,,71612,95808,Tournament,0.05,0,https://www.fanduel.com/entry/ANXKVWNOE,
S1901659799,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,86.58,,41594,95808,Tournament,0.05,0,https://www.fanduel.com/entry/CDPWWGHCE,
S1901659781,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,96.12,,24770,95808,Tournament,0.05,0,https://www.fanduel.com/entry/BZWOLOBRG,
S1901659769,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,63.78,,76523,95808,Tournament,0.05,0,https://www.fanduel.com/entry/CAKLYFNPC,
S1901659707,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,84.15,,45827,95808,Tournament,0.05,0,https://www.fanduel.com/entry/ALTUXERWU,
S1901659704,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,58.15,,83559,95808,Tournament,0.05,0,https://www.fanduel.com/entry/AMVPWNPSM,
S1901659697,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,77.15,,55010,95808,Tournament,0.05,0,https://www.fanduel.com/entry/AJQEYMWFK,
S1901659691,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,110.50,,8821,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/APNDHWXHS,
S1901659685,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,54.41,,87734,95808,Tournament,0.05,0,https://www.fanduel.com/entry/ARCVTXHBG,
S1901659675,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,123.15,,3719,95808,Tournament,0.05,0.15,https://www.fanduel.com/entry/AMHSKDPRW,
S1901659668,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,63.15,,77597,95808,Tournament,0.05,0,https://www.fanduel.com/entry/AKRZYDFYI,
S1901659665,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,81.95,,48323,95808,Tournament,0.05,0,https://www.fanduel.com/entry/AQBAUVVCU,
S1901659660,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,87.39,,39594,95808,Tournament,0.05,0,https://www.fanduel.com/entry/AQOYHNHAQ,
S1901659658,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,65.01,,74403,95808,Tournament,0.05,0,https://www.fanduel.com/entry/ARCVUESYM,
S1901659653,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,89.05,,36381,95808,Tournament,0.05,0,https://www.fanduel.com/entry/AOZFVMXHC,
S1901659651,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,82.05,,48075,95808,Tournament,0.05,0,https://www.fanduel.com/entry/CCAEKNJFW,
S1901659646,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,60.39,,81936,95808,Tournament,0.05,0,https://www.fanduel.com/entry/CDBZJWHBO,
S1901659617,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,76.05,,57221,95808,Tournament,0.05,0,https://www.fanduel.com/entry/BYUTMQIRK,
S1901659612,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,83.14,,46784,95808,Tournament,0.05,0,https://www.fanduel.com/entry/BZIQZHUPG,
S1901659608,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,124.65,,3481,95808,Tournament,0.05,0.15,https://www.fanduel.com/entry/BVPIOPPEI,
S1901659604,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,70.68,,66689,95808,Tournament,0.05,0,https://www.fanduel.com/entry/BWRDNYNAA,
S1901659602,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,86.49,,41844,95808,Tournament,0.05,0,https://www.fanduel.com/entry/BXFBAPYXW,
S1901659595,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,64.65,,74948,95808,Tournament,0.05,0,https://www.fanduel.com/entry/DKTXCHWUM,
S1901659591,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,59.25,,82869,95808,Tournament,0.05,0,https://www.fanduel.com/entry/DLHUOZISI,
S1901659536,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,93.41,,29418,95808,Tournament,0.05,0,https://www.fanduel.com/entry/ECKSEMABK,
S1901659532,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,78.61,,52979,95808,Tournament,0.05,0,https://www.fanduel.com/entry/ECYPRDLZG,
S1901659529,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,94.25,,28475,95808,Tournament,0.05,0,https://www.fanduel.com/entry/DZFHGLGOI,
S1901659521,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,65.10,,74293,95808,Tournament,0.05,0,https://www.fanduel.com/entry/EAUZSLQHW,
S1901659515,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,75,,60334,95808,Tournament,0.05,0,https://www.fanduel.com/entry/EFQDCMTOM,
S1901659509,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,66.85,,71581,95808,Tournament,0.05,0,https://www.fanduel.com/entry/EGEAPEFMI,
S1901659502,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,87.15,,40682,95808,Tournament,0.05,0,https://www.fanduel.com/entry/EGRYBVRKE,
S1901659497,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,66.95,,71418,95808,Tournament,0.05,0,https://www.fanduel.com/entry/EDMNDUXXC,
S1901659490,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,95.75,,26361,95808,Tournament,0.05,0,https://www.fanduel.com/entry/EEOIDDVSU,
S1901659484,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,91.75,,32784,95808,Tournament,0.05,0,https://www.fanduel.com/entry/EFCFPVHQQ,
S1901659480,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,60.35,,81970,95808,Tournament,0.05,0,https://www.fanduel.com/entry/EJXIZWKXG,
S1901659478,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,58.15,,83559,95808,Tournament,0.05,0,https://www.fanduel.com/entry/EKZDZFISY,
S1901659472,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,70.37,,66939,95808,Tournament,0.05,0,https://www.fanduel.com/entry/ELNBLWUQU,
S1901659468,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,95.50,,26582,95808,Tournament,0.05,0,https://www.fanduel.com/entry/EHTTBEPFW,
S1901659465,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,77.35,,54771,95808,Tournament,0.05,0,https://www.fanduel.com/entry/EIHQNWBDS,
S1901659456,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,106.75,,11922,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/EIVOANNBO,
S1901659451,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,100.02,,18780,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/EJJLNEYZK,
S1901659446,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,90.95,,34041,95808,Tournament,0.05,0,https://www.fanduel.com/entry/EOSMJXODW,
S1901659438,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,132.45,,2060,95808,Tournament,0.05,0.15,https://www.fanduel.com/entry/EPGJWPABS,
S1901659433,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,96.65,,24196,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/EPUHJGLZO,
S1901659342,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,72.97,,63696,95808,Tournament,0.05,0,https://www.fanduel.com/entry/AUIGSJFKE,
