Entry Id,Sport,Date,Title,SalaryCap,Score,Opp Score,Position,Entries,Opponent,Entry ($),Winnings ($),Link
S1896718134,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,60.46,,30095,110614,Tournament,0.05,0.10,https://www.fanduel.com/entry/EVDFVLIRG,
S1896718131,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,48.16,,81901,110614,Tournament,0.05,0,https://www.fanduel.com/entry/EWFAUUGMY,
S1896718128,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,48.86,,76493,110614,Tournament,0.05,0,https://www.fanduel.com/entry/FCPWQVTNC,
S1896718125,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,56.66,,49359,110614,Tournament,0.05,0,https://www.fanduel.com/entry/EZKLSVAAA,
S1896718122,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,45.20,,91898,110614,Tournament,0.05,0,https://www.fanduel.com/entry/FAMGSDXVS,
S1896718116,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,44.69,,93204,110614,Tournament,0.05,0,https://www.fanduel.com/entry/FGJFBNYYA,
S1896718114,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,43.40,,97746,110614,Tournament,0.05,0,https://www.fanduel.com/entry/FGXCOFKVW,
S1896718111,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,41.29,,101075,110614,Tournament,0.05,0,https://www.fanduel.com/entry/FEFPCWDGQ,
S1896718106,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,56.56,,49706,110614,Tournament,0.05,0,https://www.fanduel.com/entry/ECKPTYHOQ,
S1893160620,nfl,2019/11/25,$1K NFL Small Squib (Single Entry),$60k,90.77,,482,1190,Tournament,1,0,https://www.fanduel.com/entry/ERJYAJOIW,
S1891259139,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,55.09,,47439,95808,Tournament,0.05,0,https://www.fanduel.com/entry/AKRYEGBFF,
S1891259133,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,78.23,,3318,95808,Tournament,0.05,0.15,https://www.fanduel.com/entry/AQOWNQCHN,
S1891259131,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,68.23,,13941,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/ARCUAHOFJ,
S1891259125,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,51.99,,56305,95808,Tournament,0.05,0,https://www.fanduel.com/entry/ANJLPPIUL,
S1891259121,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,47.61,,66951,95808,Tournament,0.05,0,https://www.fanduel.com/entry/AOZEBPSNZ,
S1891259117,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,67.09,,15823,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/CCACQQEMT,
S1891259110,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,77.09,,4512,95808,Tournament,0.05,0.15,https://www.fanduel.com/entry/CCOADHQKP,
S1891259107,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,90.23,,72,95808,Tournament,0.05,0.90,https://www.fanduel.com/entry/CDBXPZCIL,
S1891259098,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,80.23,,2084,95808,Tournament,0.05,0.15,https://www.fanduel.com/entry/CBMFDYSOX,
S1891259094,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,55.29,,46956,95808,Tournament,0.05,0,https://www.fanduel.com/entry/CGHINZVVN,
S1891259016,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,50.91,,59345,95808,Tournament,0.05,0,https://www.fanduel.com/entry/DTIHDEASX,
S1891259011,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,61.61,,27601,95808,Tournament,0.05,0,https://www.fanduel.com/entry/DUKCCMYOP,
S1891259006,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,65.99,,18632,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/DREREMFBN,
S1891259003,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,71.49,,9292,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/DRSORDQZJ,
S1891259000,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,84.63,,634,95808,Tournament,0.05,0.23,https://www.fanduel.com/entry/DSGMDVCXF,
S1891258997,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,66.99,,16286,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/DXBPNWGDV,
S1891258996,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,62.61,,25431,95808,Tournament,0.05,0,https://www.fanduel.com/entry/DXPNANSBR,
S1891258994,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,67.01,,16197,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/DYDKNFDZN,
S1891258991,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,61.39,,27888,95808,Tournament,0.05,0,https://www.fanduel.com/entry/DYRHZWPXJ,
S1891258990,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,57.01,,41581,95808,Tournament,0.05,0,https://www.fanduel.com/entry/DUXZPEKML,
S1891258983,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,65.69,,18988,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/DVLXBVWKH,
S1891258979,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,61.31,,28534,95808,Tournament,0.05,0,https://www.fanduel.com/entry/DWNSBEUFZ,
S1891258978,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,58.31,,37267,95808,Tournament,0.05,0,https://www.fanduel.com/entry/CTDAGGOUL,
S1891258977,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,62.69,,25298,95808,Tournament,0.05,0,https://www.fanduel.com/entry/CTQXSYASH,
S1891258974,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,71.89,,9038,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/CUEVFPMQD,
S1891258971,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,61.89,,27218,95808,Tournament,0.05,0,https://www.fanduel.com/entry/CUSSSGYNZ,
S1891258969,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,57.51,,39790,95808,Tournament,0.05,0,https://www.fanduel.com/entry/DXBPODSBB,
S1891258968,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,67.51,,15233,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/DXPNAVDYX,
S1891258966,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,47.61,,66951,95808,Tournament,0.05,0,https://www.fanduel.com/entry/DYDKNMPWT,
S1891258964,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,51.99,,56305,95808,Tournament,0.05,0,https://www.fanduel.com/entry/DYRIAEBUP,
S1891258908,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,70.81,,10366,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/ASSMMPJWD,
S1891258901,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,75.19,,5804,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/AYBNJHZAP,
S1891258896,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,69.09,,12671,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/AZDIIQWWH,
S1891258891,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,64.71,,20771,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/AWZSJZBEX,
S1891258887,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,71.89,,9038,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/BCITGRQJJ,
S1891258881,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,61.89,,27218,95808,Tournament,0.05,0,https://www.fanduel.com/entry/BDKOGAOFB,
S1891258876,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,57.51,,39790,95808,Tournament,0.05,0,https://www.fanduel.com/entry/BAFDHZURZ,
S1891258870,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,67.51,,15233,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/BBUVUAELN,
S1891258865,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,50.79,,59474,95808,Tournament,0.05,0,https://www.fanduel.com/entry/BHDWQSTPZ,
S1891258862,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,46.41,,69816,95808,Tournament,0.05,0,https://www.fanduel.com/entry/BIFRQBRLR,
S1891258854,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,56.31,,44175,95808,Tournament,0.05,0,https://www.fanduel.com/entry/BFOEESJWL,
S1891258850,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,60.69,,30047,95808,Tournament,0.05,0,https://www.fanduel.com/entry/ACRJWLQIT,
S1891258846,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,70.69,,10681,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/ADTEVUOEL,
S1891258842,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,66.31,,17756,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/AANTXTURJ,
S1891258839,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,46.41,,69816,95808,Tournament,0.05,0,https://www.fanduel.com/entry/ABBRKLGPF,
S1891258836,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,50.79,,59474,95808,Tournament,0.05,0,https://www.fanduel.com/entry/ACDMJUEKX,
S1891258830,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,46.31,,70038,95808,Tournament,0.05,0,https://www.fanduel.com/entry/AHMNGMTPJ,
S1891258828,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,50.69,,59570,95808,Tournament,0.05,0,https://www.fanduel.com/entry/AIAKTEFNF,
S1891258819,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,48.61,,65021,95808,Tournament,0.05,0,https://www.fanduel.com/entry/AFWUUMJVV,
S1891258815,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,52.99,,54160,95808,Tournament,0.05,0,https://www.fanduel.com/entry/AGKSHDVTR,
S1891258753,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,74.59,,6880,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/DBDOOPXLJ,
S1891258749,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,70.21,,11495,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/DGMPLIMPV,
S1891258747,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,60.69,,30047,95808,Tournament,0.05,0,https://www.fanduel.com/entry/DHAMXZYNR,
S1891258746,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,56.31,,44175,95808,Tournament,0.05,0,https://www.fanduel.com/entry/DHOKKRKLN,
S1891258742,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,56.49,,43870,95808,Tournament,0.05,0,https://www.fanduel.com/entry/DDVBZZFAP,
S1891258739,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,52.11,,56134,95808,Tournament,0.05,0,https://www.fanduel.com/entry/DEIZMQQYL,
S1891258733,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,68.49,,13767,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/DEWWZICWH,
S1891258729,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,64.11,,22086,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/DFKULZOUD,
S1891258725,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,58.51,,36657,95808,Tournament,0.05,0,https://www.fanduel.com/entry/ESLTBAASX,
S1891258719,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,62.89,,25031,95808,Tournament,0.05,0,https://www.fanduel.com/entry/ESZQNRMQT,
S1891258715,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,44.98,,74997,95808,Tournament,0.05,0,https://www.fanduel.com/entry/ETNOAIYOP,
S1891258713,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,49.93,,61548,95808,Tournament,0.05,0,https://www.fanduel.com/entry/EUBLNAKML,
S1891258710,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,63.19,,24104,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/EQIDCIFBN,
S1891258693,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,80.23,,2084,95808,Tournament,0.05,0.15,https://www.fanduel.com/entry/ERXVOIOVB,
S1891258689,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,70.23,,11308,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/EWSYYJSBR,
S1891258684,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,57.09,,40778,95808,Tournament,0.05,0,https://www.fanduel.com/entry/EXGWLBDZN,
S1891258682,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,74.63,,6201,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/EXUTXSPXJ,
S1891258675,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,55.38,,46767,95808,Tournament,0.05,0,https://www.fanduel.com/entry/EVDGMJIID,
S1891258671,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,51.31,,58353,95808,Tournament,0.05,0,https://www.fanduel.com/entry/EWFBLSGDV,
S1891258667,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,55.69,,46002,95808,Tournament,0.05,0,https://www.fanduel.com/entry/FBAEVTJKL,
S1891258605,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,48.31,,65555,95808,Tournament,0.05,0,https://www.fanduel.com/entry/AJCFSYIET,
S1891258603,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,52.69,,54834,95808,Tournament,0.05,0,https://www.fanduel.com/entry/AJQDFPUCP,
S1891258597,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,56.19,,45171,95808,Tournament,0.05,0,https://www.fanduel.com/entry/AKEASHGAL,
S1891258593,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,51.81,,57095,95808,Tournament,0.05,0,https://www.fanduel.com/entry/APNBOZVEX,
S1891258589,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,68.19,,14224,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/AQAZBRHCT,
S1891258583,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,63.81,,22843,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/AQOWOITAP,
S1891258580,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,65.59,,19035,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/ARCUBAEYL,
S1891258576,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,71.21,,9776,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/AOLGPQXJF,
S1891258574,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,75.59,,5658,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/AOZECIJHB,
S1891258571,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,61.21,,28671,95808,Tournament,0.05,0,https://www.fanduel.com/entry/CCACRIVFV,
S1891258569,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,72.59,,8657,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/CCOAEAHDR,
S1891258565,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,58.21,,38259,95808,Tournament,0.05,0,https://www.fanduel.com/entry/CDBXQRTBN,
S1891258560,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,62.59,,25802,95808,Tournament,0.05,0,https://www.fanduel.com/entry/CDPVDJEZJ,
S1891258556,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,68.21,,14148,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/BZWMSQZOL,
S1891258552,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,70.23,,11308,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/CAKKFILMH,
S1891258548,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,71.38,,9699,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/CAYHRZXKD,
S1891258538,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,50.69,,59570,95808,Tournament,0.05,0,https://www.fanduel.com/entry/CBMFERJHZ,
S1891258536,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,46.31,,70038,95808,Tournament,0.05,0,https://www.fanduel.com/entry/CGHIOSMOP,
S1891258532,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,47.61,,66951,95808,Tournament,0.05,0,https://www.fanduel.com/entry/CHJDOBKKH,
S1891258526,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,51.99,,56305,95808,Tournament,0.05,0,https://www.fanduel.com/entry/CHXBASWID,
S1891258472,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,70.59,,10809,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/EGDYVOMQL,
S1891258466,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,66.21,,17939,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/EHFTUXKMD,
S1891258462,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,70.78,,10397,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/EDMLKFFBF,
S1891258459,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,61.38,,28218,95808,Tournament,0.05,0,https://www.fanduel.com/entry/EEOGJOCWX,
S1891258454,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,48.81,,64083,95808,Tournament,0.05,0,https://www.fanduel.com/entry/EJXHGGSBJ,
S1891258446,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,53.19,,53204,95808,Tournament,0.05,0,https://www.fanduel.com/entry/EKLESYDZF,
S1891258432,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,69.11,,12635,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/EIVMGXUFR,
S1891258427,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,73.49,,7723,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/EOSKQHVHZ,
S1891258421,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,59.11,,34412,95808,Tournament,0.05,0,https://www.fanduel.com/entry/EPUFPQTDR,
S1891258417,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,63.49,,23088,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/EKLETFPWL,
S1891258413,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,71.39,,9626,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/EKZCFXBUH,
S1891258408,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,63.09,,24500,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/EHTRHWIHF,
S1891258401,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,58.71,,36192,95808,Tournament,0.05,0,https://www.fanduel.com/entry/EIVMHFGCX,
S1891258396,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,75.89,,5536,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/EOENDXVHJ,
S1891258390,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,71.51,,9182,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/EOSKQPHFF,
S1891258387,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,85.89,,592,95808,Tournament,0.05,0.25,https://www.fanduel.com/entry/EPGIDGTDB,
S1891258382,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,81.51,,1591,95808,Tournament,0.05,0.20,https://www.fanduel.com/entry/EPUFPYFAX,
S1891258380,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,46.31,,70038,95808,Tournament,0.05,0,https://www.fanduel.com/entry/EMOURXLNV,
S1891258374,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,50.69,,59570,95808,Tournament,0.05,0,https://www.fanduel.com/entry/ATUHMFTPB,
S1891258367,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,40.71,,82874,95808,Tournament,0.05,0,https://www.fanduel.com/entry/AUWCLORKT,
S1891258313,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,45.09,,74084,95808,Tournament,0.05,0,https://www.fanduel.com/entry/DHAMXWFPB,
S1891258310,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,63.39,,23419,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/DHOKKNRMX,
S1891258307,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,70.73,,10442,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/DDVBZVMBZ,
S1891258305,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,90.13,,120,95808,Tournament,0.05,0.69,https://www.fanduel.com/entry/DEIZMMXZV,
S1891258302,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,55.78,,45847,95808,Tournament,0.05,0,https://www.fanduel.com/entry/DFKULVVVN,
S1891258297,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,62.16,,26527,95808,Tournament,0.05,0,https://www.fanduel.com/entry/ESZQNNTSD,
S1891258292,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,59.01,,35271,95808,Tournament,0.05,0,https://www.fanduel.com/entry/EUBLMWRNV,
S1891258291,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,76.99,,4624,95808,Tournament,0.05,0.15,https://www.fanduel.com/entry/DFYRYUTQP,
S1891258286,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,70.92,,10242,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/DGMPLMFOL,
S1891258284,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,45.09,,74084,95808,Tournament,0.05,0,https://www.fanduel.com/entry/DHAMYDRMH,
S1891258279,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,58.23,,37599,95808,Tournament,0.05,0,https://www.fanduel.com/entry/DHOKKVDKD,
S1891258277,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,46.31,,70038,95808,Tournament,0.05,0,https://www.fanduel.com/entry/DDVCACXZF,
S1891258275,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,50.69,,59570,95808,Tournament,0.05,0,https://www.fanduel.com/entry/DEIZMUJXB,
S1891258271,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,59.11,,34412,95808,Tournament,0.05,0,https://www.fanduel.com/entry/DEWWZLVUX,
S1891258263,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,63.49,,23088,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/DFKUMDHST,
S1891258259,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,70.59,,10809,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/ESZQNVFPJ,
S1891258252,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,66.21,,17939,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/EUBLNEDLB,
S1891258247,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,52.99,,54160,95808,Tournament,0.05,0,https://www.fanduel.com/entry/EQWAPDJXZ,
S1891258241,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,66.13,,18408,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/EWSYYNLAH,
S1891258235,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,50.61,,59938,95808,Tournament,0.05,0,https://www.fanduel.com/entry/EYIRKNUTV,
S1891258176,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,54.99,,48491,95808,Tournament,0.05,0,https://www.fanduel.com/entry/CRNHUVCVJ,
S1891258174,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,48.71,,64603,95808,Tournament,0.05,0,https://www.fanduel.com/entry/CSBFHMOTF,
S1891258170,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,53.09,,53606,95808,Tournament,0.05,0,https://www.fanduel.com/entry/CXKGEFDXR,
S1891258166,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,60.73,,29531,95808,Tournament,0.05,0,https://www.fanduel.com/entry/CXYDQWPVN,
S1891258163,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,73.39,,7786,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/CYMBDOBTJ,
S1891258159,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,69.01,,12849,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/CYZYQFNRF,
S1891258156,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,70.59,,10809,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/CVGQFNIGH,
S1891258154,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,66.21,,17939,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/CWILEWGBZ,
S1891258148,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,61.89,,27218,95808,Tournament,0.05,0,https://www.fanduel.com/entry/DCFJOGHEH,
S1891258146,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,57.51,,39790,95808,Tournament,0.05,0,https://www.fanduel.com/entry/DDHENPEZZ,
S1891258142,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,64.99,,19889,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/DABTPOLMX,
S1891258135,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,78.13,,3721,95808,Tournament,0.05,0.15,https://www.fanduel.com/entry/DBDOOXJIP,
S1891258130,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,70.59,,10809,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/DHOKKYWIT,
S1891258123,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,66.21,,17939,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/DFKUMHARJ,
S1891258119,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,51.89,,56798,95808,Tournament,0.05,0,https://www.fanduel.com/entry/ESZQNYYNZ,
S1891258112,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,47.51,,67345,95808,Tournament,0.05,0,https://www.fanduel.com/entry/EQIDCPQYT,
S1891258106,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,69.51,,11987,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/ERJYBYOUL,
S1891258099,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,73.89,,7250,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/ERXVOQASH,
S1891258096,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,63.89,,22264,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/EWSYYRDYX,
S1891258092,nfl,2019/11/24,$4K Sun NFL Pooch Punt,$60k,59.51,,32346,95808,Tournament,0.05,0,https://www.fanduel.com/entry/EXGWLIPWT,
S1886807595,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,84.88,,11299,167664,Tournament,0.05,0.12,https://www.fanduel.com/entry/EFQBBWIGL,
S1886807553,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,67.24,,72565,167664,Tournament,0.05,0,https://www.fanduel.com/entry/EEOGCNKKT,
